Brand,nama barang,kategori,harga,harga_int,user,varian,ukuran,date,review,rating,terbantu,label_sentimen,teks_slang1,teks_slang2,cleaned_text
910,nineten aurorun,sepatu lari,Rp569.905,569905,a***d,,,April 2024,Shape and size: Best Color: Good,5,0,netral,Shape and size: Best Color: Good,shape and size: best color: bagus,shape and size best color bagus
910,nineten aurorun,sepatu lari,Rp569.905,569905,J***e,,,July 2025,Bagus sesuai dengan pesanan,5,0,positif,Bagus sesuai dengan pesanan,bagus sesuai dengan pesanan,bagus sesuai dengan pesanan
910,nineten aurorun,sepatu lari,Rp569.905,569905,T***S,,,April 2024,ntaps,5,0,netral,ntaps,ntaps,ntaps
910,nineten aurorun,sepatu lari,Rp569.905,569905,h***o,,,April 2025,bagus enak dipakai,5,0,positif,bagus enak dipakai,bagus enak dipakai,bagus enak dipakai
910,nineten aurorun,sepatu lari,Rp569.905,569905,F***m,,,June 2025,,5,0,netral,,,
910,nineten aurorun,sepatu lari,Rp569.905,569905,I***j,,,June 2025,mantap pass,5,0,positif,mantap pass,mantap pass,mantap pass
910,nineten aurorun,sepatu lari,Rp569.905,569905,aqsya,,,July 2025,Keras sepatunya harus upsize1,3,0,negatif,Keras sepatunya harus upsize1,keras sepatunya harus upsize1,keras sepatunya harus
910,nineten aurorun,sepatu lari,Rp569.905,569905,I***q,,,July 2025,cakepp,5,0,positif,cakepp,cakepp,cakepp
910,nineten aurorun,sepatu lari,Rp569.905,569905,A***w,,,June 2025,Good🔥,5,0,positif,Good🔥,bagus🔥,bagus
910,nineten aurorun,sepatu lari,Rp569.905,569905,p***o,,,February 2025,mantap bro,4,0,positif,mantap saudara laki-laki,mantap saudara laki-laki,mantap saudara laki-laki
910,nineten aurorun,sepatu lari,Rp569.905,569905,T***S,,,April 2024,Joss mantab sudah pengiriman cepat,5,0,positif,Joss mantab sudah pengiriman cepat,joss mantab sudah pengiriman cepat,joss mantab sudah pengiriman cepat
910,nineten aurorun,sepatu lari,Rp569.905,569905,T***S,,,April 2024,Mantab,5,0,positif,Mantab,mantab,mantab
910,nineten aurorun,sepatu lari,Rp569.905,569905,T***S,,,April 2024,Bagus sepatunya.. semoga awet,5,0,positif,Bagus sepatunya.. semoga awet,bagus sepatunya.. semoga awet,bagus sepatunya semoga awet
910,nineten aurorun,sepatu lari,Rp569.905,569905,D***a,,,April 2024,Sangat bagus,5,0,positif,Sangat bagus,sangat bagus,sangat bagus
910,nineten aurorun,sepatu lari,Rp569.905,569905,G***n,,,August 2024,bagus bangett,5,0,positif,bagus bangett,bagus bangett,bagus bangett
910,nineten aurorun,sepatu lari,Rp569.905,569905,A***w,,,July 2025,kaos kakiny gk ada kk,4,0,negatif,kaos kakiny tidak ada kakak,kaos kakiny tidak ada kakak,kaos kakiny tidak ada kakak
910,nineten aurorun,sepatu lari,Rp569.905,569905,e***8,,,April 2024,Sangt memuaskan,5,0,positif,Sangt memuaskan,sangt memuaskan,sangt memuaskan
910,nineten aurorun,sepatu lari,Rp569.905,569905,J***k,,,June 2025,Bagus,5,0,positif,Bagus,bagus,bagus
910,nineten aurorun,sepatu lari,Rp569.905,569905,U***t,,,June 2025,bagus,5,0,positif,bagus,bagus,bagus
910,nineten aurorun,sepatu lari,Rp569.905,569905,p***a,,,April 2024,bagus,5,0,positif,bagus,bagus,bagus
910,nineten aurorun,sepatu lari,Rp569.905,569905,A***e,,,April 2024,Bagus,5,0,positif,Bagus,bagus,bagus
910,nineten aurorun,sepatu lari,Rp569.905,569905,T***S,,,June 2025,love,5,0,positif,love,love,love
910,nineten aurorun,sepatu lari,Rp569.905,569905,X***g,,,June 2025,Mantap,5,0,positif,Mantap,mantap,mantap
910,nineten aurorun,sepatu lari,Rp569.905,569905,a***_,,,May 2025,Mantap,5,0,positif,Mantap,mantap,mantap
910,nineten aurorun,sepatu lari,Rp569.905,569905,D***a,,,August 2024,Bagus....,5,0,positif,Bagus....,bagus....,bagus
910,nineten aurorun,sepatu lari,Rp569.905,569905,B***o,,,May 2025,Recomended good luar biasa,5,0,positif,Recomended bagus luar biasa,recomended bagus luar biasa,recomended bagus luar biasa
910,nineten aurorun,sepatu lari,Rp569.905,569905,T***S,,,April 2024,bgs,4,0,netral,bagus,bagus,bagus
910,nineten aurorun,sepatu lari,Rp569.905,569905,F***l,,,April 2024,Keren bngt,4,0,positif,Keren bngt,keren bngt,keren bngt
910,nineten aurorun,sepatu lari,Rp569.905,569905,T***S,,,July 2024,Ok,5,0,netral,Ok,ok,ok
910,nineten aurorun,sepatu lari,Rp569.905,569905,W***l,,,April 2024,Sip,5,0,positif,Sip,ok,ok
910,nineten aurorun,sepatu lari,Rp569.905,569905,O***l,,,June 2025,jos,5,0,positif,jos,jos,jos
910,nineten aurorun stride,sepatu lari,Rp693.405,693405,T***m,,,July 2025,Mantap pas di kaki. Untuk pemula kaya saya lari 5KM sangat nyaman.,5,0,positif,Mantap pas di kaki. Untuk pemula kaya saya lari 5KM sangat nyaman.,mantap pas di kaki. untuk pemula kaya saya lari 5km sangat nyaman.,mantap pas di kaki untuk pemula kaya saya lari sangat nyaman
910,nineten aurorun stride,sepatu lari,Rp693.405,693405,I***o,,,July 2025,Cuma lemnya aja gak rapi blepotan. Secara keseluruhan bagus,4,0,negatif,Cuma lemnya saja tidak rapi blepotan. Secara keseluruhan bagus,cuma lemnya saja tidak rapi blepotan. secara keseluruhan bagus,cuma lemnya saja tidak rapi blepotan secara keseluruhan bagus
910,nineten aurorun stride,sepatu lari,Rp693.405,693405,a***i,,,July 2025,"mantap, thank you..",5,0,positif,"mantap, thank you..","mantap, thank you..",mantap thank you
910,nineten aurorun stride,sepatu lari,Rp693.405,693405,J***l,,,July 2025,Kerennnnnn,5,0,positif,Kerennnnnn,kerennnnnn,kerenn
910,nineten aurorun stride,sepatu lari,Rp693.405,693405,S***o,,,July 2025,"over all sepatunya enak buat daily run, baru dateng langsung coba pake di 5k pace 6, kaki ga kerasa panas, empuk, cocok buat pemula.  saran aja buat sepatu lokal apalagi... ",4,0,positif,"over all sepatunya enak buat daily run, baru datang langsung coba pakai di 5k pace 6, kaki tidak kerasa panas, empuk, cocok buat pemula.  saran saja buat sepatu lokal apalagi... ","over all sepatunya enak buat daily run, baru datang langsung coba pakai di 5k pace 6, kaki tidak kerasa panas, empuk, cocok buat pemula.  saran saja buat sepatu lokal apalagi... ",over all sepatunya enak buat daily run baru datang langsung coba pakai di pace kaki tidak kerasa panas empuk cocok buat pemula saran saja buat sepatu lokal apalagi
910,nineten aurorun stride,sepatu lari,Rp693.405,693405,P***t,,,July 2025,produk mantap mulus cuma pengiriman lama jasa kirimnya jelek. masa paket dibawa kerumah kurir padahal udah deket,5,0,negatif,produk mantap mulus cuma pengiriman lama jasa kirimnya jelek. masa paket dibawa kerumah kurir padahal sudah dekat,produk mantap mulus cuma pengiriman lama jasa kirimnya jelek. masa paket dibawa kerumah kurir padahal sudah dekat,produk mantap mulus cuma pengiriman lama jasa kirimnya jelek masa paket dibawa kerumah kurir padahal sudah dekat
910,nineten aurorun stride,sepatu lari,Rp693.405,693405,E***z,,,July 2025,Lem lem nya parah bgt nampak kali. Klihatan kotornya. Ga rapi pengelemannya.. bagusan ortus ga kliatan sama sekali,2,0,negatif,Lem lem nya parah banget nampak kali. Klihatan kotornya. Ga rapi pengelemannya.. bagusan ortus tidak kliatan sama sekali,lem lem nya parah banget nampak kali. klihatan kotornya. tidak rapi pengelemannya.. bagusan ortus tidak kliatan sama sekali,lem lem nya parah banget nampak kali klihatan kotornya tidak rapi pengelemannya bagusan ortus tidak kliatan sama sekali
910,nineten aurorun stride,sepatu lari,Rp693.405,693405,I***b,,,July 2025,Bagus🔥,5,0,positif,Bagus🔥,bagus🔥,bagus
910,nineten aurorun stride,sepatu lari,Rp693.405,693405,P***v,,,July 2025,Bagus,5,0,positif,Bagus,bagus,bagus
910,nineten aurorun stride,sepatu lari,Rp693.405,693405,V***d,,,July 2025,mantappp joss gandos sepatu nya 🥰🤘🏽,5,0,positif,mantappp joss gandos sepatu nya 🥰🤘🏽,mantappp joss gandos sepatu nya 🥰🤘🏽,mantapp joss gandos sepatu nya
910,nineten aurorun stride,sepatu lari,Rp693.405,693405,S***g,,,July 2025,Bagus,5,0,positif,Bagus,bagus,bagus
910,nineten aurorun stride,sepatu lari,Rp693.405,693405,L***a,,,July 2025,Bagus,4,0,positif,Bagus,bagus,bagus
910,nineten aurorun stride,sepatu lari,Rp693.405,693405,H***w,,,June 2025,Bagus,5,0,positif,Bagus,bagus,bagus
910,nineten aurorun stride,sepatu lari,Rp693.405,693405,D***o,,,June 2025,Mantap,5,0,positif,Mantap,mantap,mantap
910,nineten chiru aterun,sepatu lari,Rp522.405,522405,f***7,,,August 2024,"Sesuai dengan deskripsi, ada beberapa detail yg kurang rapi seperti lem dan catnya",5,0,negatif,"Sesuai dengan deskripsi, ada beberapa detail yang kurang rapi seperti lem dan catnya","sesuai dengan deskripsi, ada beberapa detail yang kurang rapi seperti lem dan catnya",sesuai dengan deskripsi ada beberapa detail yang kurang rapi seperti lem dan catnya
910,nineten chiru aterun,sepatu lari,Rp522.405,522405,Amalina,,,September 2024,ringan pas pengiriman cepat sesuai,5,1,netral,ringan pas pengiriman cepat sesuai,ringan pas pengiriman cepat sesuai,ringan pas pengiriman cepat sesuai
910,nineten chiru aterun,sepatu lari,Rp522.405,522405,T***S,,,August 2024,Keren,4,0,positif,Keren,keren,keren
910,nineten chiru futurism,sepatu lari,Rp427.405,427405,k***i,,,January 2025,"Produk sesuai gambar, sampai tujuan lebih cepat Dari perkiraan",5,0,netral,"Produk sesuai gambar, sampai tujuan lebih cepat Dari perkiraan","produk sesuai gambar, sampai tujuan lebih cepat dari perkiraan",produk sesuai gambar sampai tujuan lebih cepat dari perkiraan
910,nineten chiru futurism,sepatu lari,Rp427.405,427405,M***d,,,July 2025,mantaap..... kereeennn... paaaasssss..... okeeee....,5,0,positif,mantaap..... kereeennn... paaaasssss..... okeeee....,mantaap..... kereeennn... paaaasssss..... okeeee....,mantaap kereenn paass okee
910,nineten chiru futurism,sepatu lari,Rp427.405,427405,M***d,,,February 2025,enak dan nyaman dipakai,5,1,positif,enak dan nyaman dipakai,enak dan nyaman dipakai,enak dan nyaman dipakai
910,nineten chiru futurism,sepatu lari,Rp427.405,427405,r***i,,,March 2025,nyaman di pake,5,1,positif,nyaman di pakai,nyaman di pakai,nyaman di pakai
910,nineten chiru futurism,sepatu lari,Rp427.405,427405,p***u,,,December 2024,Sepatunya bagus,5,0,positif,Sepatunya bagus,sepatunya bagus,sepatunya bagus
910,nineten chiru futurism,sepatu lari,Rp427.405,427405,R***p,,,January 2025,Bagus,4,0,positif,Bagus,bagus,bagus
910,nineten chiru futurism,sepatu lari,Rp427.405,427405,T***S,,,February 2025,Ukuran pas semoga awet,5,0,netral,Ukuran pas semoga awet,ukuran pas semoga awet,ukuran pas semoga awet
910,nineten easy train,sepatu lari,Rp408.405,408405,T***S,,,April 2024,Cocok bagus sekali ukuran pas pilih size 41 ringan sepatunya segera di coba untuk running,5,0,positif,Cocok bagus sekali ukuran pas pilih size 41 ringan sepatunya segera di coba untuk running,cocok bagus sekali ukuran pas pilih size 41 ringan sepatunya segera di coba untuk running,cocok bagus sekali ukuran pas pilih size ringan sepatunya segera di coba untuk running
910,nineten easy train,sepatu lari,Rp408.405,408405,Afriski,,,April 2024,sangat nyaman dan ringan tapi ukuran perlu diperhatikan. kalau biasa 36 di brand lain mungkin perlu naik ke 37 atau bahkan 38.,5,1,negatif,sangat nyaman dan ringan tapi ukuran perlu diperhatikan. kalau biasa 36 di brand lain mungkin perlu naik kah 37 atau bahkan 38.,sangat nyaman dan ringan tapi ukuran perlu diperhatikan. kalau biasa 36 di brand lain mungkin perlu naik kah 37 atau bahkan 38.,sangat nyaman dan ringan tapi ukuran perlu diperhatikan kalau biasa di brand lain mungkin perlu naik kah atau bahkan
910,nineten easy train,sepatu lari,Rp408.405,408405,H***i,,,April 2024,Mantap sepatux tapi ukuran 40 ga muat sama saya ukuran 40 kecil,5,0,negatif,Mantap sepatux tapi ukuran 40 tidak muat sama saya ukuran 40 kecil,mantap sepatux tapi ukuran 40 tidak muat sama saya ukuran 40 kecil,mantap sepatux tapi ukuran tidak muat sama saya ukuran kecil
910,nineten easy train,sepatu lari,Rp408.405,408405,T***S,,,April 2024,"Produk bagus, sepatu ringan, jg dapat bonus kaos kaki Semoga amanah selalu ✨ Memang harus up size, sblm beli lihat ulasan dan ada yang blg up size biasa pake ukuran 23.5... ",5,0,netral,"Produk bagus, sepatu ringan, juga dapat bonus kaos kaki Semoga amanah selalu ✨ Memang harus up size, sebelum beli lihat ulasan dan ada yang bilang up size biasa pakai ukuran 23.5... ","produk bagus, sepatu ringan, juga dapat bonus kaos kaki semoga amanah selalu ✨ memang harus up size, sebelum beli lihat ulasan dan ada yang bilang up size biasa pakai ukuran 23.5... ",produk bagus sepatu ringan juga dapat bonus kaos kaki semoga amanah selalu memang harus up size sebelum beli lihat ulasan dan ada yang bilang up size biasa pakai ukuran
910,nineten easy train,sepatu lari,Rp408.405,408405,R****,,,April 2024,"Sepatunya good dan sangat ringan saat di pakai, sepatunya harus up size dari ukuran normal kita pakai biasanya Bentuk dan ukuran: Easy Train 41 Warna: lilac",4,0,netral,"Sepatunya bagus dan sangat ringan saat di pakai, sepatunya harus up size dari ukuran normal kita pakai biasanya Bentuk dan ukuran: Easy Train 41 Warna: lilac","sepatunya bagus dan sangat ringan saat di pakai, sepatunya harus up size dari ukuran normal kita pakai biasanya bentuk dan ukuran: easy train 41 warna: lilac",sepatunya bagus dan sangat ringan saat di pakai sepatunya harus up size dari ukuran normal kita pakai biasanya bentuk dan ukuran easy train warna lilac
910,nineten easy train,sepatu lari,Rp408.405,408405,M,,,April 2024,Produk original 💯 Nyaman dipakai lari 👍 Produk sesuai Ekspektasi Kualitas bahan tinggi 👍,5,0,positif,Produk original 💯 Nyaman dipakai lari 👍 Produk sesuai Ekspektasi Kualitas bahan tinggi 👍,produk original 💯 nyaman dipakai lari 👍 produk sesuai ekspektasi kualitas bahan tinggi 👍,produk original nyaman dipakai lari produk sesuai ekspektasi kualitas bahan tinggi
910,nineten easy train,sepatu lari,Rp408.405,408405,L****,,,April 2024,"Sepatunya bagus banget, ringan, empuk. Emang agak susah pas masuknya, bagian punggung kaki. Udah upsize ke no 41, dan ngepas banget. Kalo mau pakai kaos kaki sebaiknya yg... ",5,0,negatif,"Sepatunya bagus banget, ringan, empuk. Emang agak susah pas masuknya, bagian punggung kaki. Udah upsize kah nomor 41, dan ngepas banget. Kalo mau pakai kaos kaki sebaiknya yang... ","sepatunya bagus banget, ringan, empuk. memang agak susah pas masuknya, bagian punggung kaki. sudah upsize kah nomor 41, dan ngepas banget. kalau mau pakai kaos kaki sebaiknya yang... ",sepatunya bagus banget ringan empuk memang agak susah pas masuknya bagian punggung kaki sudah upsize kah nomor dan ngepas banget kalau mau pakai kaos kaki sebaiknya yang
910,nineten easy train,sepatu lari,Rp408.405,408405,Faris,,,April 2024,"entah modelnya memang begini atau ada defect di sepatunya, kanan kiri begitu",4,0,negatif,"entah modelnya memang begini atau ada defect di sepatunya, kanan kiri begitu","entah modelnya memang begini atau ada defect di sepatunya, kanan kiri begitu",entah modelnya memang begini atau ada defect di sepatunya kanan kiri begitu
910,nineten easy train,sepatu lari,Rp408.405,408405,rajie,,,April 2024,"Walaupun sdh baca review dan beli 1 size diatas size normal, masih aja kekecilan, tapi masih bisa dipakai dengan cara melonggarkan talinya, itupun panjangnya pas2an bgt.... ",4,0,negatif,"Walaupun sudah baca review dan beli 1 size diatas size normal, masih saja kekecilan, tapi masih bisa dipakai dengan cara melonggarkan talinya, itupun panjangnya pas-pasan banget.... ","walaupun sudah baca review dan beli 1 size diatas size normal, masih saja kekecilan, tapi masih bisa dipakai dengan cara melonggarkan talinya, itupun panjangnya pas-pasan banget.... ",walaupun sudah baca review dan beli size diatas size normal masih saja kekecilan tapi masih bisa dipakai dengan cara melonggarkan talinya itupun panjangnya pas-pasan banget
