Brand,nama barang,kategori,harga,harga_int,user,varian,ukuran,date,review,rating,terbantu,label_sentimen
910,nineten aurorun,sepatu lari,Rp569.905,569905,I***j,,,Jun-25,mantap pass,5,0,1
910,nineten aurorun,sepatu lari,Rp569.905,569905,aqsya,,,Jul-25,Keras sepatunya harus upsize1,3,0,-1
910,nineten aurorun,sepatu lari,Rp569.905,569905,I***q,,,Jul-25,cakepp,5,0,1
910,nineten aurorun,sepatu lari,Rp569.905,569905,A***w,,,Jun-25,Good🔥,5,0,1
910,nineten aurorun,sepatu lari,Rp569.905,569905,p***o,,,Feb-25,mantap bro,4,0,1
910,nineten aurorun,sepatu lari,Rp569.905,569905,T***S,,,Jul-24,Joss mantab sudah pengiriman cepat,5,0,1
910,nineten aurorun,sepatu lari,Rp569.905,569905,T***S,,,Jul-24,Mantab,5,0,1
910,nineten aurorun,sepatu lari,Rp569.905,569905,T***S,,,Jul-24,Bagus sepatunya.. semoga awet,5,0,1
910,nineten aurorun,sepatu lari,Rp569.905,569905,D***a,,,Jul-24,Sangat bagus,5,0,1
910,nineten aurorun,sepatu lari,Rp569.905,569905,G***n,,,Aug-24,bagus bangett,5,0,1
910,nineten aurorun,sepatu lari,Rp569.905,569905,A***w,,,Jul-25,kaos kakiny gk ada kk,4,0,-1
910,nineten aurorun,sepatu lari,Rp569.905,569905,e***8,,,Jul-24,Sangt memuaskan,5,0,1
910,nineten aurorun,sepatu lari,Rp569.905,569905,J***k,,,Jun-25,Bagus,5,0,1
910,nineten aurorun,sepatu lari,Rp569.905,569905,U***t,,,Jun-25,bagus,5,0,1
910,nineten aurorun,sepatu lari,Rp569.905,569905,p***a,,,Jul-24,bagus,5,0,1
910,nineten aurorun,sepatu lari,Rp569.905,569905,A***e,,,Jul-24,Bagus,5,0,1
910,nineten aurorun,sepatu lari,Rp569.905,569905,T***S,,,Jun-25,love,5,0,1
910,nineten aurorun,sepatu lari,Rp569.905,569905,X***g,,,Jun-25,Mantap,5,0,1
910,nineten aurorun,sepatu lari,Rp569.905,569905,a***_,,,May-25,Mantap,5,0,1
910,nineten aurorun,sepatu lari,Rp569.905,569905,D***a,,,Aug-24,Bagus....,5,0,1
910,nineten aurorun,sepatu lari,Rp569.905,569905,B***o,,,May-25,Recomended good luar biasa,5,0,1
910,nineten aurorun,sepatu lari,Rp569.905,569905,T***S,,,Jul-24,bgs,4,0,0
910,nineten aurorun,sepatu lari,Rp569.905,569905,F***l,,,Jul-24,Keren bngt,4,0,1
910,nineten aurorun,sepatu lari,Rp569.905,569905,T***S,,,Jul-24,Ok,5,0,0
910,nineten aurorun,sepatu lari,Rp569.905,569905,W***l,,,Jul-24,Sip,5,0,1
910,nineten aurorun,sepatu lari,Rp569.905,569905,O***l,,,Jun-25,jos,5,0,1
910,nineten aurorun stride,sepatu lari,Rp693.405,693405,T***m,,,Jul-25,Mantap pas di kaki. Untuk pemula kaya saya lari 5KM sangat nyaman.,5,0,1
910,nineten aurorun stride,sepatu lari,Rp693.405,693405,I***o,,,Jul-25,Cuma lemnya aja gak rapi blepotan. Secara keseluruhan bagus,4,0,-1
910,nineten aurorun stride,sepatu lari,Rp693.405,693405,a***i,,,Jul-25,"mantap, thank you..",5,0,1
910,nineten aurorun stride,sepatu lari,Rp693.405,693405,J***l,,,Jul-25,Kerennnnnn,5,0,1
910,nineten aurorun stride,sepatu lari,Rp693.405,693405,S***o,,,Jul-25,"over all sepatunya enak buat daily run, baru dateng langsung coba pake di 5k pace 6, kaki ga kerasa panas, empuk, cocok buat pemula.  saran aja buat sepatu lokal apalagi... ",4,0,1
910,nineten aurorun stride,sepatu lari,Rp693.405,693405,P***t,,,Jul-25,produk mantap mulus cuma pengiriman lama jasa kirimnya jelek. masa paket dibawa kerumah kurir padahal udah deket,5,0,-1
910,nineten aurorun stride,sepatu lari,Rp693.405,693405,E***z,,,Jul-25,Lem lem nya parah bgt nampak kali. Klihatan kotornya. Ga rapi pengelemannya.. bagusan ortus ga kliatan sama sekali,2,0,-1
910,nineten aurorun stride,sepatu lari,Rp693.405,693405,I***b,,,Jul-25,Bagus🔥,5,0,1
910,nineten aurorun stride,sepatu lari,Rp693.405,693405,P***v,,,Jul-25,Bagus,5,0,1
910,nineten aurorun stride,sepatu lari,Rp693.405,693405,V***d,,,Jul-25,mantappp joss gandos sepatu nya 🥰🤘🏽,5,0,1
910,nineten aurorun stride,sepatu lari,Rp693.405,693405,S***g,,,Jul-25,Bagus,5,0,1
910,nineten aurorun stride,sepatu lari,Rp693.405,693405,L***a,,,Jul-25,Bagus,4,0,1
910,nineten aurorun stride,sepatu lari,Rp693.405,693405,H***w,,,Jun-25,Bagus,5,0,1
910,nineten aurorun stride,sepatu lari,Rp693.405,693405,D***o,,,Jun-25,Mantap,5,0,1
910,nineten chiru aterun,sepatu lari,Rp522.405,522405,f***7,,,Aug-24,"Sesuai dengan deskripsi, ada beberapa detail yg kurang rapi seperti lem dan catnya",5,0,-1
910,nineten chiru aterun,sepatu lari,Rp522.405,522405,Amalina,,,Sep-24,ringan pas pengiriman cepat sesuai,5,1,0
910,nineten chiru aterun,sepatu lari,Rp522.405,522405,T***S,,,Aug-24,Keren,4,0,1
910,nineten chiru futurism,sepatu lari,Rp427.405,427405,k***i,,,Jan-25,"Produk sesuai gambar, sampai tujuan lebih cepat Dari perkiraan",5,0,0
910,nineten chiru futurism,sepatu lari,Rp427.405,427405,M***d,,,Jul-25,mantaap..... kereeennn... paaaasssss..... okeeee....,5,0,1
910,nineten chiru futurism,sepatu lari,Rp427.405,427405,M***d,,,Feb-25,enak dan nyaman dipakai,5,1,1
910,nineten chiru futurism,sepatu lari,Rp427.405,427405,r***i,,,Mar-25,nyaman di pake,5,1,1
910,nineten chiru futurism,sepatu lari,Rp427.405,427405,p***u,,,Dec-24,Sepatunya bagus,5,0,1
910,nineten chiru futurism,sepatu lari,Rp427.405,427405,R***p,,,Jan-25,Bagus,4,0,1
910,nineten chiru futurism,sepatu lari,Rp427.405,427405,T***S,,,Feb-25,Ukuran pas semoga awet,5,0,0
910,nineten easy train,lari,Rp408.405,408405,T***S,,,Jul-24,Cocok bagus sekali ukuran pas pilih size 41 ringan sepatunya segera di coba untuk running,5,0,1
910,nineten easy train,lari,Rp408.405,408405,Afriski,,,Jul-24,sangat nyaman dan ringan tapi ukuran perlu diperhatikan. kalau biasa 36 di brand lain mungkin perlu naik ke 37 atau bahkan 38.,5,1,-1
910,nineten easy train,lari,Rp408.405,408405,H***i,,,Jul-24,Mantap sepatux tapi ukuran 40 ga muat sama saya ukuran 40 kecil,5,0,-1
910,nineten easy train,lari,Rp408.405,408405,T***S,,,Jul-24,"Produk bagus, sepatu ringan, jg dapat bonus kaos kaki Semoga amanah selalu ✨ Memang harus up size, sblm beli lihat ulasan dan ada yang blg up size biasa pake ukuran 23.5... ",5,0,0
910,nineten easy train,lari,Rp408.405,408405,R****,,,Jul-24,"Sepatunya good dan sangat ringan saat di pakai, sepatunya harus up size dari ukuran normal kita pakai biasanya Bentuk dan ukuran: Easy Train 41 Warna: lilac",4,0,0
910,nineten easy train,lari,Rp408.405,408405,M,,,Jul-24,Produk original 💯 Nyaman dipakai lari 👍 Produk sesuai Ekspektasi Kualitas bahan tinggi 👍,5,0,1
910,nineten easy train,lari,Rp408.405,408405,L****,,,Jul-24,"Sepatunya bagus banget, ringan, empuk. Emang agak susah pas masuknya, bagian punggung kaki. Udah upsize ke no 41, dan ngepas banget. Kalo mau pakai kaos kaki sebaiknya yg... ",5,0,-1
910,nineten easy train,lari,Rp408.405,408405,Faris,,,Jul-24,"entah modelnya memang begini atau ada defect di sepatunya, kanan kiri begitu",4,0,-1
910,nineten easy train,lari,Rp408.405,408405,rajie,,,Jul-24,"Walaupun sdh baca review dan beli 1 size diatas size normal, masih aja kekecilan, tapi masih bisa dipakai dengan cara melonggarkan talinya, itupun panjangnya pas2an bgt.... ",4,0,-1
910,nineten easy train,lari,Rp408.405,408405,A***m,,,Jul-24,"Pas ngepres .. tyt ukurannya lebih kecil. Sol nya sih pas, tp mau pakenya sdikit perjuangan Krn punggung kakinya pas bingit. Produk bagus recomended",5,0,-1
910,nineten easy train,lari,Rp408.405,408405,T***S,,,Jul-24,"Sepatu nyaman, pelayanan bintang 5 pokoknya🫰🫰🫰admin fastresp Saran utk kaki tebal ambil size diatas biasanya😄",5,0,1
910,nineten easy train,lari,Rp408.405,408405,T***S,,,Jul-24,"baguss bgttt, enteng, free kaos kaki jg, blm dicoba buat lari si. ukuran kaki aku 23,5cm (uk.normal) saran klo mau ngambil model ini lebihin 2 nomor, karna aku biasa pake... ",5,0,0
910,nineten easy train,lari,Rp408.405,408405,Cintia,,,Jul-24,"suka bgt ma sepatunya. cuma buat yg pada mau beli lebih baik di upsize. aku biasanya 36, beli yg 37 itu ngepaaas bgt. tapi msh nyaman. tapi buat yg kebiasa agak longgar b... ",5,1,-1
910,nineten easy train,lari,Rp408.405,408405,T***S,,,Jul-24,"Produknya bagus sepatunya ringan, hanya sedikit kesempitan di kaki aku",4,0,-1
910,nineten easy train,lari,Rp408.405,408405,f***l,,,Jul-24,"sebelumnya saya sudah pernah order type yuza Dan sangat puas, tetapi untuk type ini ada beberapa catatan yg perlu saya sampaikan diantaranya : 1. collar cukup tebal tetap... ",3,1,-1
910,nineten easy train,lari,Rp408.405,408405,*****,,,Jul-24,sepatu nya ringan lembut manteepp dehh bonus kaus kaki tapi sayang nyaa ngepas banget di kaki akuuu next order sepatu yg lain lagiii,4,0,-1
910,nineten easy train,lari,Rp408.405,408405,T***S,,,Jul-24,Ukurannya pas banget. Adminnya konfirmasi udah di upsize atau belum,5,0,0
910,nineten easy train,lari,Rp408.405,408405,X***z,,,Jun-25,Untuk barang bagus dan original but untuk pengiriman so slow jadi bintang 4 dlu min,4,0,-1
910,nineten easy train,lari,Rp408.405,408405,Kak,,,Jul-24,"Ringan dan empuk, seperti tidak pakai apa-apa. Size nge-pas banget, disiasati dengan kaos kaki yang tipis. Semoga awet.",5,0,1
910,nineten easy train,lari,Rp408.405,408405,T***a,,,Jul-24,"Biasa pakai sz 38, pake ini size 40. Pakai acuan sz uk/US aja ketimbang sz lokal yg bikin bingung haha  Overall Bagus, cuma emg lidnya kecil.",5,0,-1
910,nineten easy train,lari,Rp408.405,408405,Marmo,,,Jul-24,"Produk sesuai pesanan, nyaman dipakai. Best Seller.",5,0,1
910,nineten easy train,lari,Rp408.405,408405,Ex,,,Jul-24,"40 nya ngepas ternyata, harusnya 41. tapi yasudah",5,0,-1
910,nineten easy train,lari,Rp408.405,408405,ð****,,,Jul-24,"Bagus bgtt. Barang ori, plus dapet kaos kai lagi",5,0,1
910,nineten easy train,lari,Rp408.405,408405,n***y,,,Jul-24,"pesen di naikin 1 size, tetep kekecilan rasanya, antara lidah sepatu dan tali sepatu kalau dipakai keliatan renggang, jadi keliatan tuh kulit kaki kita. better naikin 2 s... ",3,0,-1
910,nineten easy train,lari,Rp408.405,408405,T***S,,,Jul-24,"Kualitas bagus,harga tersangka pokoknya the Best... Good Good Good",5,0,1
910,nineten easy train,lari,Rp408.405,408405,B***y,,,Jul-24,"sdh sering produk 910, yg ini sedikit kecewa padahal da upsize 1 nomor msh aja kekecilan",3,0,-1
910,nineten easy train,lari,Rp408.405,408405,N***n,,,Jul-24,Mantap yg dapat hadiah katanya suka,5,0,0
910,nineten easy train,lari,Rp408.405,408405,b***m,,,Jul-24,"aman dipakai jogging 5km++, enteng bangett",5,0,1
910,nineten easy train,lari,Rp408.405,408405,T***S,,,Jul-24,Sesuai dengan keinginan dan harapan. Semoga istri saya sukaa 😁,5,0,1
910,nineten easy train,lari,Rp408.405,408405,T***S,,,Jul-24,Bagus sesuai . Ori,5,0,1
910,nineten easy train,lari,Rp408.405,408405,agus,,,Jul-24,bagus tapi sayang kekecilan,5,0,-1
910,nineten easy train,lari,Rp408.405,408405,T***S,,,Jul-24,Nyaman enak dipakai,5,0,1
910,nineten easy train,lari,Rp408.405,408405,m***4,,,Jul-24,"Sepatu ok,",5,0,0
910,nineten easy train,lari,Rp408.405,408405,T***S,,,Jul-24,Bentuk dan ukuran: Keren,5,0,1
910,nineten easy train,lari,Rp408.405,408405,Sis,,,Apr-25,Lumayan ejoosss,5,0,0
910,nineten easy train,lari,Rp408.405,408405,T***S,,,Jul-24,Mantap,5,0,1
910,nineten easy train,lari,Rp408.405,408405,T***S,,,Jul-24,Luar biasa,5,0,1
910,nineten easy train,lari,Rp408.405,408405,r***t,,,Jul-24,Keren,5,0,1
910,nineten easy train,sepatu lari,Rp408.405,408405,@***A,,,Jul-24,"Biasa pake spatu no 36, ini sengaja beli no 37 biar agak longgar. Ternyata pas nyampe ngepas banget di kaki. Kayanya buat yg mau beli klian naikin 1-2 size dr biasanya ka... ",4,0,0
910,nineten easy train,sepatu lari,Rp408.405,408405,Shindy,,,Jul-24,"bagus ,tapi ada cacatnya, untung ngikutin saran yg pernah beli untuk naikin satu tingkat bener juga, biasa pke 38, aku beli 39 pas bgt",4,0,-1
910,nineten easy train,sepatu lari,Rp408.405,408405,T***S,,,Jul-24,Lumayan sih untuk sepatu olahraga harga segini. Solnya bagus banget ga slip sama sekali. Feel-nya ringan dan empuk juga. Cuman emang sayangnya tuh aku agak bingung sama b... ,4,0,-1
910,nineten easy train,sepatu lari,Rp408.405,408405,m***a,,,Jul-24,kualitasnya bagus. solnya empuk. nggak kalah sama sepatu2 lari import. masalahnya adl di sizingnya. katanya utk 23cm ada di size 37. jd saya beli size 37. pas dtg ternyat... ,1,0,-1
910,nineten easy train,sepatu lari,Rp408.405,408405,k***e,,,Jul-24,sesak padahal panjang kaki masih ada sisa di sepatu cuman sesak banget di badan kaki gak nyaman,3,0,-1
910,nineten easy train,sepatu lari,Rp408.405,408405,T***S,,,Jul-24,sangat baguss dan enak di pake,5,0,1
910,nineten easy train,sepatu lari,Rp408.405,408405,A***a,,,Jul-24,sudah orderan ketiga dan kualitas sepatunya selalu bagus. terima kasih,5,0,1
910,nineten easy train,sepatu lari,Rp408.405,408405,Bayu,,,Jul-24,910 tidak diragukan lagi kualitasnya 👍🏻,5,0,1
910,nineten easy train,sepatu lari,Rp408.405,408405,T***S,,,Jul-24,"Keren dam Aslinya cantik, ringan banget dupakai... Sukses selalu NINE teen",5,0,1
910,nineten easy train,sepatu lari,Rp408.405,408405,"l***""",,,Jul-24,Barang lumayan bagus sy suka semoga awet d pake nya,4,0,1
910,nineten easy train,sepatu lari,Rp408.405,408405,Chandra,,,Jul-24,Nyaman dipakai lari 👍 Produk sesuai Ekspektasi Produk original 💯,5,0,1
910,nineten easy train,sepatu lari,Rp408.405,408405,D***6,,,Jul-24,"Asli sepatu, bukan kecap",5,0,1
910,nineten easy train,sepatu lari,Rp408.405,408405,A***f,,,Jul-24,"Cantik, tp ukurannya kekecilan pdhl sdh benar size nya. Ya udhlh, gak bs juga di retur krn lupa video unboxing",4,0,-1
910,nineten easy train,sepatu lari,Rp408.405,408405,Ayu,,,Jul-24,produk sesuai deskripsi. tp saya kekecilan sizenya  padahal insole udah sama. untung cukup di kaki anak saya. thanks 910,5,0,-1
910,nineten easy train,sepatu lari,Rp408.405,408405,N***g,,,Jul-24,Sol nya pas tp polanya gak bener,3,1,-1
910,nineten easy train,sepatu lari,Rp408.405,408405,Diasti,,,Jul-24,"Ukuran harus lebih 1 size. Aku biasa pake 40 ini kekecilan, tukar deh jadi 41",5,0,-1
910,nineten easy train,sepatu lari,Rp408.405,408405,criminal,,,Jul-24,Sepatu kekecilan sebaiknya klo biasanya ukuran 38 beli yg lebih besar lg spy ga kesempitan,5,0,-1
910,nineten easy train,sepatu lari,Rp408.405,408405,T***S,,,Jul-24,Sedih kekecilannnnnn bgus kokkkk,4,0,-1
910,nineten easy train,sepatu lari,Rp408.405,408405,s***a,,,Jul-24,Barangnya telah sampai sesuai dengan pesanan.... Sepatunya ringan sekali.... Pokoknya bagus sekali.. Rekomendasi beli lagi de,5,0,1
910,nineten easy train,sepatu lari,Rp408.405,408405,a***a,,,Jul-24,"Untuk produk sih bagus...cuman agak kecewa sm pengiriman nya 1 mgg lbh, pdhl biasanya 3/4 hari sudah sampai..",3,0,-1
910,nineten easy train,sepatu lari,Rp408.405,408405,A***n,,,Jul-24,"Sepatunya bagus, emang btl ya, size yg biasa di pakai kekecilan. Tks",5,0,-1
910,nineten easy train,sepatu lari,Rp408.405,408405,A***g,,,Jul-24,Cute banget warnanya licuuuuuj,5,0,1
910,nineten easy train,sepatu lari,Rp408.405,408405,b***e,,,Jul-24,"mantap, keren, dan tidak mengecewakan pokoknya👍🏻",5,0,1
910,nineten easy train,sepatu lari,Rp408.405,408405,Rino,,,Jul-24,nyaman dipakai,5,0,1
910,nineten easy train,sepatu lari,Rp408.405,408405,N***n,,,Jul-24,received ✅,5,0,0
910,nineten easy train,sepatu lari,Rp408.405,408405,N***g,,,Jul-24,Suka banget aayo pada beli,5,0,1
910,nineten easy train,sepatu lari,Rp408.405,408405,M***m,,,Jul-24,Kren mantul😍,5,0,1
910,nineten easy train,sepatu lari,Rp408.405,408405,J***a,,,Jul-24,Keren,5,0,1
910,nineten easy train,sepatu lari,Rp408.405,408405,Kandilo,,,Jul-24,tq,5,0,0
910,nineten easy train,sepatu lari,Rp408.405,408405,T***S,,,Jul-24,..,5,0,0
910,nineten ekiden hyperion,sepatu lari,Rp522.405,522405,b***I,,,Aug-24,"Bentuk dan ukuran: Pas sesuai pesanan ,pengiriman cepat ,pokoknya best lah ,sukses terus buat toko nya ,lancar",5,0,1
910,nineten ekiden hyperion,sepatu lari,Rp522.405,522405,I***c,,,Jun-25,Bagus sesuai ukuran insol saya 28 di saranin pake 45 dan cocok,5,0,1
910,nineten ekiden hyperion,sepatu lari,Rp522.405,522405,U****,,,Aug-24,"Realpict bagus barang sesuai dan harga terjangkau,,next order lagi",5,1,1
910,nineten ekiden hyperion,sepatu lari,Rp522.405,522405,d***6,,,Aug-24,"Sip lah , produk ori , sesuai spek",5,0,1
910,nineten ekiden hyperion,sepatu lari,Rp522.405,522405,r****,,,Aug-24,"Keren, first time bisa beli sepatu running semoga nyaman",5,0,0
910,nineten ekiden hyperion,sepatu lari,Rp522.405,522405,O***d,,,Sep-24,Sepatunya bagus tapi Customer Service nya tidak bagus.. saya beli kaos kaki tapi dikasih yang jamuran dan saya sudah chat CS nya tapi tidak ada tanggapan sama sekali.  Sa... ,1,0,-1
910,nineten ekiden hyperion,sepatu lari,Rp522.405,522405,K***s,,,Dec-24,"Qualitas mantul, semoga awet👍",5,0,1
910,nineten ekiden hyperion,sepatu lari,Rp522.405,522405,S***j,,,Jun-25,Semoga tdk cepat rusak,5,0,0
910,nineten ekiden hyperion,sepatu lari,Rp522.405,522405,B***D,,,Sep-24,Baguss..,5,0,1
910,nineten ekiden hyperion,sepatu lari,Rp522.405,522405,E***w,,,Jun-25,Bagus bagus bagus,5,0,1
910,nineten ekiden hyperion,sepatu lari,Rp522.405,522405,T***S,,,Aug-24,Keereeeeeeen pakeee buaangeet,5,0,1
910,nineten ekiden hyperion,sepatu lari,Rp522.405,522405,P***n,,,Aug-24,Mantap,5,0,1
910,nineten ekiden hyperion,sepatu lari,Rp522.405,522405,W***7,,,Sep-24,Mantappp,5,0,1
910,nineten ekiden hyperion,sepatu lari,Rp522.405,522405,F***I,,,Aug-24,Modelnya keren!,5,1,1
910,nineten fuuto heritage ls,sepatu lari,Rp617.405,617405,E***u,,,Jul-25,Ga nyesell beli sepatu ini.. Pass bngt,5,1,1
910,nineten fuuto heritage ls,sepatu lari,Rp617.405,617405,D***v,,,Jul-25,produk local yg keren banget🥰,5,0,1
910,nineten fuuto heritage ls,sepatu lari,Rp617.405,617405,V***f,,,Jul-25,"Sepatunya ga ada masalah, pelayanan toko nya yg buruk, klo ga ditanya barang ga dikirim udh 5 hari dari tanggal CO",2,1,-1
910,nineten fuuto heritage ls,sepatu lari,Rp617.405,617405,F***f,,,Jul-25,Semoga awet👍🏻👍🏻,5,0,1
910,nineten fuuto heritage ls,sepatu lari,Rp617.405,617405,D***x,,,Jul-25,Pss,5,0,0
910,nineten fuuto heritage ls,sepatu lari,Rp617.405,617405,W***y,,,Jul-25,Kelas,5,0,1
910,nineten fuuto heritage ls,sepatu lari,Rp617.405,617405,Muhammad,,,Jul-25,Terima kasih,5,0,0
910,nineten fuuto heritage ls,sepatu lari,Rp617.405,617405,Y***i,,,Jul-25,Mantul sepatunya lht suami beli merk ini jadi ikutan beli juga sebagus itu sepatunya ringan dan empuk,5,0,1
910,nineten fuuto heritage ls,sepatu lari,Rp617.405,617405,H***x,,,Jul-25,Cakeeeppp bangeettt,5,0,1
910,nineten fuuto heritage ls,sepatu lari,Rp617.405,617405,U***o,,,Jul-25,Muantop pollll,5,0,1
910,nineten fuuto heritage ls,sepatu lari,Rp617.405,617405,U***b,,,Jul-25,Gokillll,5,1,1
910,nineten fuuto heritage ls,sepatu lari,Rp617.405,617405,U***q,,,Jul-25,Produk terbaik.,5,0,1
910,nineten fuuto heritage ls,sepatu lari,Rp617.405,617405,R***g,,,Jul-25,good,5,0,1
910,nineten fuuto heritage ls,sepatu lari,Rp617.405,617405,F***o,,,Jul-25,good,5,0,1
910,nineten fuuto revenge,sepatu lari,Rp522.405,522405,M***d,,,Sep-24,"Bahannya bagus dan sepatunya jg ringan, semoga bisa awet. Nomer 42 terlalu pas sih keknya harus tambah 1 nomer nanti mah",5,2,-1
910,nineten fuuto revenge,sepatu lari,Rp522.405,522405,Satria,,,Jun-25,"Enak dipakai untuk kaki lebar, bagian ujung tidak menyakiti jari kaki, dan setelah dipakai lari tidak membuat lutut sakit. Tidak perlu menaikkan size, pesan ukuran sepert... ",5,2,1
